File	Segment	Position	Code1	Code2	Seg_Start	Seg_End	Word	Word_Start	Word_End	Pre_Seg	Pre_Seg_Start	Pre_Seg_End	Post_Seg	Post_Seg_Start	Post_Seg_End	Window	Vowels_per_Second	Comments	Warnings																																		
Bill_m53_BB2015	T	Internal	0	b	197.171	197.212	IT'LL	197.122	197.282	IH	197.122	197.171	AH	197.212	197.252	1.195	4.184																																				
Bill_m53_BB2015	T	Internal	t	b	1671.28	1671.4	LEGALITY	1670.85	1671.469	AH	1671.23	1671.28	IY	1671.4	1671.469	1.984	3.024																																				
Bill_m53_BB2015	T	Internal	t	b	567.805	567.905	LIMITED	567.575	567.975	AH	567.775	567.805	AH	567.905	567.955	1.01	5.941																																				
Bill_m53_BB2015	T	End	0		1209.337	1209.367	BUT	1209.278	1209.367	AH	1209.307	1209.337	AH	1209.367	1209.398	1.699	5.297																																				
Bill_m53_BB2015	T	Internal	t	b	926.835	926.905	LIMITED	926.565	926.965	AH	926.785	926.835	AH	926.905	926.945	1.39	6.475																																				
Bill_m53_BB2015	T	End	g		1285.776	1285.806	LOT	1285.607	1285.806	AA	1285.637	1285.776	AH	1285.806	1285.867	1.27	6.299																																				
Bill_m53_BB2015	T	End	g		1287.086	1287.116	LOT	1286.966	1287.116	AA	1287.036	1287.086	AH	1287.116	1287.146	0.968	6.198																																				
Bill_m53_BB2015	T	Internal	g	m	204.868	204.897	LITTLE	204.777	204.957	IH	204.838	204.868	AH	204.897	204.927	0.886	6.772																																				
Bill_m53_BB2015	T	Internal		m	206.073	206.103	LITTLE	206.003	206.243	IH	206.043	206.073	AH	206.103	206.133	1.04	8.654																																				
Bill_m53_BB2015	T	End	g		1329.76	1329.83	AT	1329.711	1329.83	AH	1329.711	1329.76	AE	1329.83	1329.881	1.5	6.667																																				
Bill_m53_BB2015	T	End	g		1366.567	1366.597	BUT	1366.387	1366.597	AH	1366.486	1366.567	IH	1366.597	1366.637	2.161	6.478																																				
Bill_m53_BB2015	T	End	g		1380.272	1380.302	RIGHT	1380.111	1380.302	AY	1380.171	1380.272	AH	1380.302	1380.341	1.5	5.333																																				
Bill_m53_BB2015	T	End	f		1392.05	1392.09	BUT	1391.93	1392.09	AH	1391.95	1392.05	IH	1392.09	1392.38	1.676	2.387																																				
Bill_m53_BB2015	T	Internal	g	m	773.93	773.96	LITTLE	773.871	774.03	IH	773.9	773.93	AH	773.96	774	1.28	6.25																																				
Bill_m53_BB2015	T	End	g		1445.73	1445.83	IT	1445.7	1445.83	AH	1445.7	1445.73	AY	1445.83	1445.86	1.25	4.8																																				
Bill_m53_BB2015	T	End	g		1523.613	1523.683	BUT	1523.473	1523.683	AH	1523.513	1523.613	EH	1523.683	1523.743	3.438	2.327																																				
Bill_m53_BB2015	T	Internal	tf	m	919.426	919.456	LITTLE	919.316	919.536	IH	919.397	919.426	AH	919.456	919.486	1.611	4.966																																				
Bill_m53_BB2015	T	End	g		1574.551	1574.581	BUT	1574.391	1574.581	AH	1574.461	1574.551	IH	1574.581	1574.61	2.025	4.938																																				
Bill_m53_BB2015	T	End	g		1580.401	1580.431	GET	1580.321	1580.431	EH	1580.352	1580.401	AH	1580.431	1580.461	1.209	7.444																																				
Bill_m53_BB2015	T	End	f		1600.827	1600.857	BUT	1600.768	1600.857	AH	1600.788	1600.827	IH	1600.857	1600.898	1.012	3.953																																				
Bill_m53_BB2015	T	End	g		1600.898	1600.928	IT	1600.857	1600.928	IH	1600.857	1600.898	IH	1600.928	1600.958	1.142	5.254																																				
Bill_m53_BB2015	T	End	g		1612.411	1612.451	BUT	1612.241	1612.451	AH	1612.341	1612.411	AH	1612.451	1612.621	3.335	1.799																																				
Bill_m53_BB2015	T	Internal	f	m	996.368	996.399	LITTLE	996.309	996.458	IH	996.339	996.368	AH	996.399	996.429	0.84	10.714																																				
Bill_m53_BB2015	T	End	0		1641.05	1641.081	WHAT	1640.991	1641.081	AH	1641.021	1641.05	AY	1641.081	1641.111	1.22	4.918																																				
Bill_m53_BB2015	T	End	g		1642.379	1642.429	NOT	1642.159	1642.429	AA	1642.259	1642.379	AH	1642.429	1642.539	0.877	3.421																																				
Bill_m53_BB2015	T	Internal	tf	m	1190.56	1190.64	LITTLE	1190.451	1190.701	IH	1190.53	1190.56	AH	1190.64	1190.671	1.031	5.82																																				
Bill_m53_BB2015	T	End	g		1662.464	1662.513	BIT	1662.344	1662.513	IH	1662.383	1662.464	AH	1662.513	1662.563	0.759	9.223																																				
Bill_m53_BB2015	T	Internal		m	1319.807	1319.836	LITTLE	1319.746	1319.986	IH	1319.776	1319.807	AH	1319.836	1319.876	1.209	6.617																																				
Bill_m53_BB2015	T	End	g		1691.1	1691.131	IT	1691.071	1691.131	IH	1691.071	1691.1	AO	1691.131	1691.221	1.159	6.903																																				
Bill_m53_BB2015	T	End	t		1692.071	1692.171	MARGATE	1691.6	1692.171	EY	1691.911	1692.071	AH	1692.171	1692.201	1.58	5.063																																				
Bill_m53_BB2015	T	End	g		1703.126	1703.157	GOT	1703.006	1703.157	AA	1703.056	1703.126	AH	1703.157	1703.246	1.18	5.932																																				
Bill_m53_BB2015	T	End	g		1704.206	1704.237	BUT	1704.117	1704.237	AH	1704.146	1704.206	EH	1704.237	1704.327	1.149	5.222																																				
Bill_m53_BB2015	T	End	g		1706.016	1706.046	GOT	1705.866	1706.046	AA	1705.937	1706.016	AH	1706.046	1706.086	1.35	5.926																																				
Bill_m53_BB2015	T	Internal		m	1619.074	1619.145	LITTLE	1618.965	1619.225	IH	1619.035	1619.074	AH	1619.145	1619.175	1.28	7.813																																				
Bill_m53_BB2015	T	Internal	g	m	1706.187	1706.217	LITTLE	1706.086	1706.376	IH	1706.157	1706.187	AH	1706.217	1706.247	1.4	5.714																																				
Bill_m53_BB2015	T	End	g		1712.64	1712.681	ABOUT	1712.461	1712.681	AW	1712.541	1712.64	EY	1712.681	1712.92	1.699	5.886																																				
Bill_m53_BB2015	T	End	g		1712.92	1712.97	EIGHT	1712.681	1712.97	EY	1712.681	1712.92	AH	1712.97	1713	1.529	7.194																																				
Bill_m53_BB2015	T	End	t		1719.953	1720.083	LOT	1719.864	1720.083	AA	1719.924	1719.953	AH	1720.083	1720.123	0.919	6.529																																				
Bill_m53_BB2015	T	End	g		1723.324	1723.354	IT	1723.285	1723.354	AH	1723.285	1723.324	AO	1723.354	1723.594	1.54	4.545																																				
Bill_m53_BB2015	T	End	g		1729.182	1729.241	IT	1729.151	1729.241	IH	1729.151	1729.182	AH	1729.241	1729.271	1.095	7.306																																				
Bill_m53_BB2015	T	End	g		1729.641	1729.671	IT	1729.601	1729.671	IH	1729.601	1729.641	AO	1729.671	1729.812	0.99	7.071																																				
Bill_m53_BB2015	T	Internal	g	m	2154.693	2154.723	LITTLE	2154.602	2154.792	IH	2154.662	2154.693	AH	2154.723	2154.752	1.181	7.621																																				
Bill_m53_BB2015	T	End	g		1733.291	1733.321	GET	1733.181	1733.321	EH	1733.221	1733.291	AH	1733.321	1733.36	1.05	6.667																																				
Bill_m53_BB2015	T	End	g		1740.851	1740.911	BUT	1740.591	1740.911	AH	1740.621	1740.851	IH	1740.911	1740.991	1.6	5																																				
Bill_m53_BB2015	T	End	f		1740.991	1741.031	IT	1740.911	1741.031	IH	1740.911	1740.991	EH	1741.031	1741.121	1.599	5.629																																				
Bill_m53_BB2015	T	End	f		1747.014	1747.264	WHAT	1746.884	1747.264	AH	1746.984	1747.014	IH	1747.264	1747.685	1.571	4.456																																				
Bill_m53_BB2015	T	End	f		1747.685	1747.864	IT	1747.264	1747.864	IH	1747.264	1747.685	IH	1747.864	1748.015	1.711	4.091																																				
Bill_m53_BB2015	T	End	g		1758.822	1758.911	GET	1758.731	1758.911	EH	1758.751	1758.822	IH	1758.911	1758.951	0.93	8.602																																				
Bill_m53_BB2015	T	End	g		1779.09	1779.12	BIT	1778.95	1779.12	IH	1779.06	1779.09	AH	1779.12	1779.15	0.86	9.302																																				
Bill_m53_BB2015	T	End	g		1800.365	1800.425	BIT	1800.226	1800.425	IH	1800.315	1800.365	AH	1800.425	1800.466	1.181	5.08																																				
Bill_m53_BB2015	T	End	g		1801.935	1801.975	NUT	1801.795	1801.975	AH	1801.905	1801.935	AH	1801.975	1802.045	1.679	4.765																																				
Bill_m53_BB2015	T	Internal	t	m	2338.573	2338.614	LITTLE	2338.503	2338.703	IH	2338.543	2338.573	AH	2338.614	2338.644	1.01	6.931																																				
Bill_m53_BB2015	T	Internal	g	m	2419.748	2419.969	LITTLE	2419.429	2420.028	IH	2419.698	2419.748	AH	2419.969	2419.998	1.283	4.677																																				
Bill_m53_BB2015	T	End	f		1816.291	1816.321	WHAT	1816.231	1816.321	AH	1816.261	1816.291	AY	1816.321	1816.351	1.14	6.14																																				
Bill_m53_BB2015	T	Internal	g	m	2534.407	2534.547	LITTLE	2534.276	2534.697	IH	2534.376	2534.407	AH	2534.547	2534.577	1.85	5.946																																				
Bill_m53_BB2015	T	Internal	t	m	2628.538	2628.617	LITTLE	2628.408	2628.687	IH	2628.507	2628.538	AH	2628.617	2628.657	1.129	6.2																																				
Bill_m53_BB2015	T	End	f		1836.747	1836.787	WHAT	1836.636	1836.787	AH	1836.716	1836.747	AY	1836.787	1836.816	1.24	6.452																																				
Bill_m53_BB2015	T	End	g		1846.974	1847.004	BUT	1846.864	1847.004	AH	1846.923	1846.974	AY	1847.004	1847.173	1.371	5.106																																				
Bill_m53_BB2015	T	End	g		1849.365	1849.396	NOT	1849.236	1849.396	AA	1849.286	1849.365	AW	1849.396	1849.605	1.622	4.316																																				
Bill_m53_BB2015	T	End	g		1849.605	1849.635	OUT	1849.396	1849.635	AW	1849.396	1849.605	AH	1849.635	1849.665	1.259	6.354																																				
Bill_m53_BB2015	T	End	t		1854.49	1854.611	ABOUT	1854.331	1854.611	AW	1854.38	1854.49	AH	1854.611	1854.65	1.09	7.339																																				
Bill_m53_BB2015	T	End	f		1856.586	1856.625	WHAT	1856.466	1856.625	AH	1856.536	1856.586	IH	1856.625	1856.666	1.277	3.132																																				
Bill_m53_BB2015	T	End	g		1856.666	1856.726	IT	1856.625	1856.726	IH	1856.625	1856.666	IH	1856.726	1856.795	1.237	3.234																																				
Bill_m53_BB2015	T	Internal	g	m	2665.193	2665.234	LITTLE	2665.133	2665.623	IH	2665.163	2665.193	AH	2665.234	2665.294	1.558	3.851																																				
Bill_m53_BB2015	T	End	f		1879.318	1879.347	WHAT	1879.227	1879.347	AH	1879.287	1879.318	AY	1879.347	1879.377	0.803	7.472																																				
Bill_m53_BB2015	T	End	g		1896.447	1896.477	GET	1896.398	1896.477	EH	1896.417	1896.447	AO	1896.477	1896.567	1.44	6.944																																				
Bill_m53_BB2015	T	End	g		1905.513	1905.543	THAT	1905.453	1905.543	AE	1905.483	1905.513	IH	1905.543	1905.654	1.379	7.252																																				
Bill_m53_BB2015	T	End	g		1912.236	1912.266	IT	1912.176	1912.266	IH	1912.176	1912.236	AO	1912.266	1912.326	1.743	2.295																																				
Bill_m53_BB2015	T	End	g		1918.928	1918.959	IT	1918.899	1918.959	AH	1918.899	1918.928	AO	1918.959	1919.029	0.739	9.472																																				
Bill_m53_BB2015	T	End	g		1919.358	1919.398	BUT	1919.308	1919.398	AH	1919.328	1919.358	AH	1919.398	1919.428	0.839	9.535																																				
Bill_m53_BB2015	T	End	f		1919.848	1919.879	BUT	1919.798	1919.879	AH	1919.818	1919.848	AH	1919.879	1919.909	0.82	9.756																																				
Bill_m53_BB2015	T	End	0		1925.438	1925.468	IT	1925.408	1925.468	AH	1925.408	1925.438	AO	1925.468	1925.498	0.99	8.081																																				
Bill_m53_BB2015	T	End	g		1928.824	1928.854	THAT	1928.764	1928.854	AH	1928.794	1928.824	AH	1928.854	1928.883	1.061	7.54																																				
Bill_m53_BB2015	T	Internal	t	b	1811.535	1811.685	LUNATIC	1811.295	1811.895	AH	1811.505	1811.535	IH	1811.685	1811.725	1.961	4.08	can't reduce																																			
Bill_m53_BB2015	T	End	g		1931.223	1931.254	RIGHT	1931.034	1931.254	AY	1931.114	1931.223	AH	1931.254	1931.284	1.139	6.146																																				
Bill_m53_BB2015	T	Internal	t	b	1833.843	1833.953	LUNATIC	1833.554	1834.044	AH	1833.794	1833.843	IH	1833.953	1834.014	1.52	5.263	can't reduce																																			
Bill_m53_BB2015	T	End	g		1986.404	1986.434	GOT	1986.263	1986.434	AA	1986.314	1986.404	AH	1986.434	1986.463	0.84	5.952																																				
Bill_m53_BB2015	T	End	g		2005.096	2005.126	IT	2004.996	2005.126	IH	2004.996	2005.096	AH	2005.126	2005.175	4.025	1.242																																				
Bill_m53_BB2015	T	End	g		2011.098	2011.129	PUT	2010.989	2011.129	UH	2011.059	2011.098	AH	2011.129	2011.159	0.78	6.41																																				
Bill_m53_BB2015	T	End	g		2011.299	2011.329	LOT	2011.159	2011.329	AA	2011.249	2011.299	AH	2011.329	2011.359	1.079	7.414																																				
Bill_m53_BB2015	T	End	t		2044.628	2044.758	ABOUT	2044.368	2044.758	AW	2044.469	2044.628	AH	2044.758	2044.888	1.349	6.672																																				
Bill_m53_BB2015	T	End	g		2044.888	2044.929	IT	2044.758	2044.929	AH	2044.758	2044.888	IH	2044.929	2044.969	1.521	6.575																																				
Bill_m53_BB2015	T	End	g		2045.128	2045.169	INNIT	2044.929	2045.169	IH	2045.038	2045.128	AH	2045.169	2045.199	1.481	6.752																																				
Bill_m53_BB2015	T	Internal	t	b	1836.176	1836.297	LUNATIC	1835.926	1836.456	AH	1836.126	1836.176	IH	1836.297	1836.416	2.064	4.845	can't reduce																																			
Bill_m53_BB2015	T	End	t		2121.3	2121.35	LOT	2121.1	2121.35	AA	2121.159	2121.3	IH	2121.35	2121.39	0.77	9.091																																				
Bill_m53_BB2015	T	End	g		2123.167	2123.197	OUT	2122.827	2123.197	AW	2122.827	2123.167	AH	2123.197	2123.227	1.17	7.692																																				
Bill_m53_BB2015	T	Internal	t	b	1648.403	1648.453	LUNATICS	1648.193	1648.634	AH	1648.373	1648.403	IH	1648.453	1648.504	1.283	5.456	can't reduce here																																			
Bill_m53_BB2015	T	End	g		2137.76	2137.79	THOUGHT	2137.441	2137.79	AO	2137.55	2137.76	AY	2137.79	2137.85	1.42	7.746																																				
Bill_m53_BB2015	T	End	g		2141.444	2141.484	IT	2141.404	2141.484	AH	2141.404	2141.444	IH	2141.484	2141.594	0.932	5.365																																				
Bill_m53_BB2015	T	End	g		2142.165	2142.196	WHAT	2142.036	2142.196	AH	2142.136	2142.165	EY	2142.196	2142.376	1.121	6.244																																				
Bill_m53_BB2015	T	End	g		2146.519	2146.63	BUT	2146.38	2146.63	AH	2146.449	2146.519	AH	2146.63	2146.659	1.02	6.863																																				
Bill_m53_BB2015	T	End	g		2148.455	2148.486	NOT	2148.336	2148.486	AA	2148.366	2148.455	IY	2148.486	2148.646	1.545	4.531																																				
Bill_m53_BB2015	T	End	g		2154.102	2154.132	LET	2153.952	2154.132	EH	2154.053	2154.102	IH	2154.132	2154.162	1.039	7.7																																				
Bill_m53_BB2015	T	Internal	t	b	920.816	920.877	MEETING	920.607	920.967	IY	920.717	920.816	AH	920.877	920.937	1.94	5.155																																				
Bill_m53_BB2015	T	End	f		2160.571	2160.601	THAT	2160.501	2160.601	AE	2160.531	2160.571	AW	2160.601	2160.651	1.089	5.51																																				
Bill_m53_BB2015	T	Internal	t	b	2314.651	2314.772	MENTALITY	2314.181	2314.812	AH	2314.601	2314.651	IY	2314.772	2314.812	1.769	6.218																																				
Bill_m53_BB2015	T	Internal	t	b	777.223	777.293	NEGATIVE	776.962	777.393	AH	777.173	777.223	IH	777.293	777.343	1.061	6.598																																				
Bill_m53_BB2015	T	End	g		2166.533	2166.563	BENEFIT	2166.184	2166.563	IH	2166.503	2166.533	AY	2166.563	2166.604	1.239	7.264																																				
Bill_m53_BB2015	T	End	f		2215.757	2215.787	WHAT	2215.697	2215.787	AH	2215.727	2215.757	AY	2215.787	2215.907	0.95	6.316																																				
Bill_m53_BB2015	T	End	f		2223.331	2223.361	THAT	2223.212	2223.361	AH	2223.271	2223.331	AO	2223.361	2223.551	1.231	4.062																																				
Bill_m53_BB2015	T	End	t		2228.089	2228.209	AT	2228.039	2228.209	AH	2228.039	2228.089	AO	2228.209	2228.349	1.58	5.696																																				
Bill_m53_BB2015	T	End	g		2232.688	2232.728	IT	2232.628	2232.728	IH	2232.628	2232.688	IY	2232.728	2232.918	1.261	7.137																																				
Bill_m53_BB2015	T	End	0		2237.906	2237.936	BUT	2237.806	2237.936	AH	2237.836	2237.906	AY	2237.936	2237.966	0.95	7.368																																				
Bill_m53_BB2015	T	Internal	t	b	758.328	758.368	NOTICED	758.258	758.647	OW	758.287	758.328	AH	758.368	758.487	1.828	3.829																																				
Bill_m53_BB2015	T	End	f		2241.608	2241.638	BUT	2241.549	2241.638	AH	2241.569	2241.608	AY	2241.638	2241.689	1.643	4.869																																				
Bill_m53_BB2015	T	End	g		2258.349	2258.379	THOUGHT	2258.22	2258.379	AO	2258.28	2258.349	AY	2258.379	2258.409	0.75	9.333																																				
Bill_m53_BB2015	T	End	t		2259.16	2259.28	HATE	2258.96	2259.28	EY	2259.01	2259.16	IH	2259.28	2259.35	1.231	5.686																																				
Bill_m53_BB2015	T	End	f		2261.532	2261.591	LOT	2261.391	2261.591	AA	2261.481	2261.532	AH	2261.591	2261.641	1.031	8.729																																				
Bill_m53_BB2015	T	End	f		2271.43	2271.46	WHAT	2271.37	2271.46	AH	2271.4	2271.43	AY	2271.46	2271.49	0.674	8.902																																				
Bill_m53_BB2015	T	End	g		2272.429	2272.479	GREAT	2272.159	2272.479	EY	2272.289	2272.429	AH	2272.479	2272.519	1.711	5.845																																				
Bill_m53_BB2015	T	End	g		2273.54	2273.57	GET	2273.27	2273.57	EH	2273.39	2273.54	AH	2273.57	2273.61	2.031	4.924																																				
Bill_m53_BB2015	T	End	g		2279.369	2279.408	THAT	2279.218	2279.408	AE	2279.268	2279.369	EY	2279.408	2279.619	2.09	3.349																																				
Bill_m53_BB2015	T	Internal	t	b	94.006	94.045	OPPORTUNITY	93.646	94.105	AH	93.975	94.006	IY	94.045	94.105	1.37	7.299																																				
Bill_m53_BB2015	T	End	g		2283.917	2283.946	WHAT	2283.797	2283.946	AH	2283.837	2283.917	AY	2283.946	2284.006	1.419	4.228																																				
Bill_m53_BB2015	T	End	g		2284.697	2284.726	WHAT	2284.606	2284.726	AH	2284.667	2284.697	AY	2284.726	2284.756	0.819	9.768																																				
Bill_m53_BB2015	T	Internal	t	b	1544.267	1544.357	POPULARITY	1543.788	1544.387	AH	1544.218	1544.267	IY	1544.357	1544.387	3.91	1.79																																				
Bill_m53_BB2015	T	Internal	t	b	27.463	27.572	QUALITY	27.183	27.622	AH	27.433	27.463	IY	27.572	27.622	1.88	4.787																																				
Bill_m53_BB2015	T	End	f		2295.89	2295.939	GET	2295.73	2295.939	IH	2295.83	2295.89	AW	2295.939	2296.11	1.24	6.452																																				
Bill_m53_BB2015	T	End	f		2296.11	2296.15	OUT	2295.939	2296.15	AW	2295.939	2296.11	AH	2296.15	2296.18	1.52	5.263																																				
Bill_m53_BB2015	T	End	g		2298.714	2298.745	NOT	2298.604	2298.745	AA	2298.634	2298.714	IH	2298.745	2298.785	2.101	4.76																																				
Bill_m53_BB2015	T	End	g		2300.805	2300.835	MIGHT	2300.675	2300.835	AY	2300.725	2300.805	AH	2300.835	2300.865	1.31	6.87																																				
Bill_m53_BB2015	T	End	g		2305.091	2305.121	OUT	2304.981	2305.121	AW	2304.981	2305.091	AH	2305.121	2305.151	1.189	5.046																																				
Bill_m53_BB2015	T	End	g		2305.33	2305.4	IT	2305.241	2305.4	AH	2305.241	2305.33	AH	2305.4	2305.43	1.029	7.775																																				
Bill_m53_BB2015	T	Internal	t	b	46.602	46.722	QUALITY	46.312	46.811	AH	46.562	46.602	IY	46.722	46.811	3.607	1.109																																				
Bill_m53_BB2015	T	End	g		2315.022	2315.052	BUT	2314.812	2315.052	AH	2314.911	2315.022	AY	2315.052	2315.171	2.28	5.702																																				
Bill_m53_BB2015	T	End	g		2318.341	2318.382	THAT	2318.231	2318.382	AE	2318.291	2318.341	IH	2318.382	2318.442	1.169	6.843																																				
Bill_m53_BB2015	T	End	0		2319.262	2319.292	BUT	2319.212	2319.292	AH	2319.232	2319.262	AH	2319.292	2319.322	0.881	9.081																																				
Bill_m53_BB2015	T	End	g		2336.214	2336.244	IT	2336.183	2336.244	IH	2336.183	2336.214	AH	2336.244	2336.303	0.9	8.889																																				
Bill_m53_BB2015	T	Internal	t	b	581.698	581.758	QUALITY	581.387	581.788	AH	581.668	581.698	IY	581.758	581.788	1.757	5.122																																				
Bill_m53_BB2015	T	End	f		2345.035	2345.076	IT	2344.946	2345.076	AH	2344.946	2345.035	AH	2345.076	2345.226	3.223	0.931																																				
Bill_m53_BB2015	T	End	f		2358.715	2358.745	GOT	2358.585	2358.745	AA	2358.635	2358.715	AH	2358.745	2358.784	3.526	1.702																																				
Bill_m53_BB2015	T	End	g		2358.784	2358.814	IT	2358.745	2358.814	AH	2358.745	2358.784	IH	2358.814	2358.894	0.919	6.529																																				
Bill_m53_BB2015	T	End	g		2359.741	2359.781	GOT	2359.691	2359.781	AA	2359.711	2359.741	AH	2359.781	2359.811	0.836	5.981																																				
Bill_m53_BB2015	T	End	g		2359.811	2359.841	IT	2359.781	2359.841	AH	2359.781	2359.811	AH	2359.841	2359.901	0.866	5.774																																				
Bill_m53_BB2015	T	Internal	g	m	2705.262	2705.292	RAWTENSTALL	2705.042	2705.822	AO	2705.172	2705.262	AH	2705.292	2705.322	1.748	3.432																																				
Bill_m53_BB2015	T	Internal	g	m	2706.471	2706.501	RAWTENSTALL	2706.332	2706.901	AO	2706.361	2706.471	AH	2706.501	2706.531	1.277	5.482																																				
Bill_m53_BB2015	T	End	f		2382.556	2382.587	BUT	2382.467	2382.587	AH	2382.487	2382.556	AY	2382.587	2382.617	1.552	3.222																																				
Bill_m53_BB2015	T	End	g		2390.565	2390.596	QUITE	2390.366	2390.596	AY	2390.486	2390.565	IH	2390.596	2390.636	2.311	3.894																																				
Bill_m53_BB2015	T	End	g		2397.392	2397.472	WHAT	2397.332	2397.472	AH	2397.362	2397.392	AY	2397.472	2397.681	1.262	4.754																																				
Bill_m53_BB2015	T	End	f		2400.092	2400.122	WHAT	2400.032	2400.122	AH	2400.062	2400.092	AY	2400.122	2400.153	0.959	8.342																																				
Bill_m53_BB2015	T	End	g		2400.852	2400.883	BIT	2400.762	2400.883	IH	2400.822	2400.852	AH	2400.883	2400.913	0.831	8.424																																				
Bill_m53_BB2015	T	End	g		2402.736	2402.766	BUT	2402.616	2402.766	AH	2402.666	2402.736	AY	2402.766	2402.846	1.2	7.5																																				
Bill_m53_BB2015	T	End	g		2406.166	2406.195	WHAT	2406.086	2406.195	AH	2406.125	2406.166	AY	2406.195	2406.355	0.899	7.786																																				
Bill_m53_BB2015	T	End	f		2408.447	2408.488	GET	2408.307	2408.488	IH	2408.387	2408.447	AO	2408.488	2408.577	1.169	6.843																																				
Bill_m53_BB2015	T	End	g		2411.614	2411.654	BUT	2411.484	2411.654	AH	2411.524	2411.614	EH	2411.654	2411.724	2.136	3.277																																				
Bill_m53_BB2015	T	Internal	g	m	2707.618	2707.648	RAWTENSTALL	2707.468	2708.077	AO	2707.578	2707.618	AH	2707.648	2707.678	1.629	3.683																																				
Bill_m53_BB2015	T	Internal	t	b	2285.086	2285.116	RELATING	2284.966	2285.177	EY	2285.056	2285.086	IH	2285.116	2285.147	1.051	10.466																																				
Bill_m53_BB2015	T	End	g		2424.35	2424.389	GET	2424.23	2424.389	EH	2424.29	2424.35	AH	2424.389	2424.439	1.143	5.249																																				
Bill_m53_BB2015	T	End	t		2431.981	2432.221	THAT	2431.861	2432.221	AH	2431.892	2431.981	AH	2432.221	2432.471	2.643	1.892																																				
Bill_m53_BB2015	T	Internal	t	b	2285.306	2285.407	RELATING	2285.177	2285.506	EY	2285.266	2285.306	IH	2285.407	2285.447	1.431	8.386																																				
Bill_m53_BB2015	T	End	f		2441.532	2441.562	BUT	2441.473	2441.562	AH	2441.493	2441.532	AH	2441.562	2441.593	1.135	4.405																																				
Bill_m53_BB2015	T	End	g		2441.873	2441.903	GOT	2441.733	2441.903	AA	2441.803	2441.873	OW	2441.903	2441.933	1.179	6.785																																				
Bill_m53_BB2015	T	End	g		2455.586	2455.615	THAT	2455.456	2455.615	AH	2455.556	2455.586	AY	2455.615	2455.646	1.021	7.835																																				
Bill_m53_BB2015	T	End	t		2461.823	2462.073	NOT	2461.673	2462.073	AO	2461.703	2461.823	AH	2462.073	2462.313	1.205	4.149																																				
Bill_m53_BB2015	T	End	d		2477.96	2478.021	GET	2477.741	2478.021	EH	2477.87	2477.96	AH	2478.021	2478.221	1.63	3.681																																				
Bill_m53_BB2015	T	End	0		2480.777	2480.827	AT	2480.688	2480.827	AH	2480.688	2480.777	AH	2480.827	2480.857	1.228	4.072																																				
Bill_m53_BB2015	T	Internal	t	b	307.808	307.929	RELATIVE	307.538	308.149	AH	307.748	307.808	IH	307.929	307.989	2.17	5.069																																				
Bill_m53_BB2015	T	End	t		2501.125	2501.206	BROUGHT	2500.905	2501.206	AO	2501.045	2501.125	AH	2501.206	2501.265	1.109	6.312																																				
Bill_m53_BB2015	T	End	g		2520.576	2520.726	THAT	2520.386	2520.726	AE	2520.426	2520.576	AH	2520.726	2520.767	1.579	5.066	pre-pausal																																			
Bill_m53_BB2015	T	Internal	t	b	1057.221	1057.351	RESPONSIBILITY	1056.591	1057.381	AH	1057.191	1057.221	IY	1057.351	1057.381	2.288	3.934																																				
Bill_m53_BB2015	T	End	g		2550.6	2550.64	BUT	2550.45	2550.64	AH	2550.47	2550.6	AY	2550.64	2550.68	1.557	3.854																																				
Bill_m53_BB2015	T	End	g		2560.406	2560.435	MEDITATE	2559.936	2560.435	EY	2560.275	2560.406	AH	2560.435	2560.465	1.439	6.254																																				
Bill_m53_BB2015	T	End	g		2567.655	2567.694	WHAT	2567.574	2567.694	AH	2567.604	2567.655	AO	2567.694	2567.774	1.121	7.136																																				
Bill_m53_BB2015	T	End	g		2579.606	2579.726	NIGHT	2579.446	2579.726	AY	2579.545	2579.606	AY	2579.726	2579.846	1.431	4.892																																				
Bill_m53_BB2015	T	End	g		2580.006	2580.036	THOUGHT	2579.846	2580.036	AO	2579.976	2580.006	AH	2580.036	2580.066	1.18	5.932																																				
Bill_m53_BB2015	T	End	t		2589.549	2589.67	OUT	2589.37	2589.67	AW	2589.37	2589.549	AH	2589.67	2589.699	1.21	6.612																																				
Bill_m53_BB2015	T	End	g		2590.05	2590.08	BUT	2589.9	2590.08	AH	2589.97	2590.05	OW	2590.08	2590.15	1.15	6.957																																				
Bill_m53_BB2015	T	End	g		2601.517	2601.586	THAT	2601.406	2601.586	AH	2601.477	2601.517	IH	2601.586	2601.696	1.821	4.942	pre-pausal																																			
Bill_m53_BB2015	T	End	t		2613.933	2614.023	THOUGHT	2613.694	2614.023	AO	2613.794	2613.933	AH	2614.023	2614.053	1.941	3.091																																				
Bill_m53_BB2015	T	Internal	t	b	2435.554	2435.675	RESPONSIBILITY	2434.764	2435.705	AH	2435.524	2435.554	IY	2435.675	2435.705	1.591	6.914																																				
Bill_m53_BB2015	T	End	g		2622.51	2622.54	BUT	2622.4	2622.54	AH	2622.48	2622.51	EH	2622.54	2622.57	1.06	9.434																																				
Bill_m53_BB2015	T	Internal	t	b	1176.784	1176.914	SECURITY	1176.375	1176.954	AH	1176.755	1176.784	IY	1176.914	1176.954	2.007	4.484																																				
Bill_m53_BB2015	T	End	g		2629.178	2629.217	BUT	2629.117	2629.217	AH	2629.138	2629.178	AH	2629.217	2629.247	0.98	7.143																																				
